Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
9:00:00 PM,13.0,Friday,43.0,9,1.0,11,64.0,low
9:15:00 PM,13.0,Friday,23.0,3,3.0,8,37.0,low
9:30:00 PM,13.0,Friday,21.0,2,5.0,15,43.0,normal
9:45:00 PM,13.0,Friday,31.0,2,1.0,9,43.0,low
10:00:00 PM,13.0,Friday,15.0,5,0.0,18,38.0,normal
10:15:00 PM,13.0,Friday,11.0,2,0.0,15,28.0,normal
10:30:00 PM,13.0,Friday,12.0,0,1.0,17,30.0,normal
10:45:00 PM,13.0,Friday,18.0,3,0.0,18,39.0,normal
11:00:00 PM,13.0,Friday,19.0,1,0.0,31,51.0,normal
11:15:00 PM,13.0,Friday,17.0,0,0.0,22,39.0,normal
11:30:00 PM,13.0,Friday,15.0,5,0.0,14,34.0,normal
11:45:00 PM,13.0,Friday,15.0,1,1.0,24,41.0,normal
12:00:00 AM,14.0,Saturday,18.0,4,0.0,33,55.0,normal
12:15:00 AM,14.0,Saturday,14.0,4,0.0,34,52.0,normal
12:30:00 AM,14.0,Saturday,14.0,0,1.0,19,34.0,normal
12:45:00 AM,14.0,Saturday,19.0,3,0.0,36,58.0,normal
1:00:00 AM,14.0,Saturday,10.0,4,1.0,21,36.0,normal
1:15:00 AM,14.0,Saturday,19.0,1,0.0,19,39.0,normal
1:30:00 AM,14.0,Saturday,18.0,5,0.0,26,49.0,normal
1:45:00 AM,14.0,Saturday,17.0,1,1.0,25,44.0,normal
2:00:00 AM,14.0,Saturday,20.0,2,0.0,12,34.0,low
2:15:00 AM,14.0,Saturday,15.0,5,0.0,15,35.0,normal
2:30:00 AM,14.0,Saturday,11.0,4,0.0,14,29.0,normal
2:45:00 AM,14.0,Saturday,14.0,3,1.0,18,36.0,normal
3:00:00 AM,14.0,Saturday,13.0,2,0.0,39,54.0,normal
3:15:00 AM,14.0,Saturday,17.0,5,0.0,29,51.0,normal
3:30:00 AM,14.0,Saturday,13.0,5,0.0,31,49.0,normal
3:45:00 AM,14.0,Saturday,18.0,5,0.0,35,58.0,normal
4:00:00 AM,14.0,Saturday,15.0,4,0.0,16,35.0,normal
4:15:00 AM,14.0,Saturday,55.0,15,5.0,3,78.0,low
4:30:00 AM,14.0,Saturday,76.0,10,7.0,9,102.0,low
4:45:00 AM,14.0,Saturday,98.0,0,9.0,19,126.0,normal
5:00:00 AM,14.0,Saturday,98.0,12,6.0,6,122.0,normal
5:15:00 AM,14.0,Saturday,103.0,2,10.0,20,135.0,normal
5:30:00 AM,14.0,Saturday,93.0,17,8.0,12,130.0,normal
5:45:00 AM,14.0,Saturday,115.0,27,9.0,16,167.0,normal
6:00:00 AM,14.0,Saturday,120.0,12,22.0,3,157.0,normal
6:15:00 AM,14.0,Saturday,142.0,18,27.0,0,187.0,heavy
6:30:00 AM,14.0,Saturday,117.0,29,49.0,2,197.0,heavy
6:45:00 AM,14.0,Saturday,126.0,36,24.0,0,186.0,heavy
7:00:00 AM,14.0,Saturday,110.0,39,38.0,5,192.0,heavy
7:15:00 AM,14.0,Saturday,149.0,20,39.0,5,213.0,heavy
7:30:00 AM,14.0,Saturday,109.0,29,23.0,5,166.0,normal
7:45:00 AM,14.0,Saturday,124.0,34,24.0,4,186.0,heavy
8:00:00 AM,14.0,Saturday,149.0,35,32.0,1,217.0,heavy
8:15:00 AM,14.0,Saturday,125.0,32,38.0,4,199.0,heavy
8:30:00 AM,14.0,Saturday,101.0,23,38.0,1,163.0,high
8:45:00 AM,14.0,Saturday,137.0,36,30.0,0,203.0,heavy
9:00:00 AM,14.0,Saturday,139.0,15,21.0,3,178.0,heavy
9:15:00 AM,14.0,Saturday,19.0,3,29.0,9,60.0,normal
9:30:00 AM,14.0,Saturday,13.0,11,39.0,7,70.0,normal
9:45:00 AM,14.0,Saturday,31.0,2,29.0,27,89.0,normal
10:00:00 AM,14.0,Saturday,18.0,24,21.0,22,85.0,normal
10:15:00 AM,14.0,Saturday,26.0,12,14.0,13,65.0,normal
10:30:00 AM,14.0,Saturday,31.0,15,13.0,28,87.0,normal
10:45:00 AM,14.0,Saturday,12.0,22,8.0,11,53.0,low
11:00:00 AM,14.0,Saturday,54.0,5,13.0,23,95.0,normal
11:15:00 AM,14.0,Saturday,59.0,7,13.0,21,100.0,normal
11:30:00 AM,14.0,Saturday,58.0,8,6.0,23,95.0,normal
11:45:00 AM,14.0,Saturday,53.0,8,9.0,25,95.0,normal
12:00:00 PM,14.0,Saturday,54.0,7,7.0,20,88.0,normal
12:15:00 PM,14.0,Saturday,39.0,10,4.0,29,82.0,normal
12:30:00 PM,14.0,Saturday,38.0,9,8.0,22,77.0,normal
12:45:00 PM,14.0,Saturday,36.0,5,10.0,23,74.0,normal
1:00:00 PM,14.0,Saturday,68.0,6,12.0,24,110.0,normal
1:15:00 PM,14.0,Saturday,50.0,18,26.0,14,108.0,normal
1:30:00 PM,14.0,Saturday,120.0,28,22.0,20,190.0,heavy
1:45:00 PM,14.0,Saturday,60.0,14,28.0,9,111.0,normal
2:00:00 PM,14.0,Saturday,105.0,14,8.0,19,146.0,normal
2:15:00 PM,14.0,Saturday,89.0,27,18.0,8,142.0,normal
2:30:00 PM,14.0,Saturday,28.0,17,31.0,10,86.0,normal
2:45:00 PM,14.0,Saturday,79.0,14,23.0,6,122.0,normal
3:00:00 PM,14.0,Saturday,15.0,11,30.0,14,70.0,normal
3:15:00 PM,14.0,Saturday,77.0,27,23.0,18,145.0,normal
3:30:00 PM,14.0,Saturday,19.0,14,24.0,6,63.0,normal
3:45:00 PM,14.0,Saturday,79.0,13,28.0,7,127.0,high
4:00:00 PM,14.0,Saturday,114.0,10,22.0,9,155.0,normal
4:15:00 PM,14.0,Saturday,150.0,30,22.0,5,207.0,heavy
4:30:00 PM,14.0,Saturday,142.0,23,25.0,7,197.0,heavy
4:45:00 PM,14.0,Saturday,111.0,36,25.0,6,178.0,heavy
5:00:00 PM,14.0,Saturday,143.0,37,38.0,8,226.0,heavy
5:15:00 PM,14.0,Saturday,120.0,37,43.0,10,210.0,heavy
5:30:00 PM,14.0,Saturday,147.0,20,49.0,7,223.0,normal
5:45:00 PM,14.0,Saturday,140.0,22,27.0,5,194.0,heavy
6:00:00 PM,14.0,Saturday,128.0,37,20.0,9,194.0,heavy
6:15:00 PM,14.0,Saturday,114.0,23,42.0,10,189.0,heavy
6:30:00 PM,14.0,Saturday,117.0,20,22.0,9,168.0,heavy
6:45:00 PM,14.0,Saturday,93.0,24,17.0,23,157.0,high
7:00:00 PM,14.0,Saturday,65.0,15,15.0,8,103.0,low
7:15:00 PM,14.0,Saturday,100.0,22,14.0,8,144.0,normal
7:30:00 PM,14.0,Saturday,85.0,12,11.0,18,126.0,normal
7:45:00 PM,14.0,Saturday,56.0,7,12.0,12,87.0,low
8:00:00 PM,14.0,Saturday,50.0,12,15.0,18,95.0,normal
8:15:00 PM,14.0,Saturday,74.0,9,11.0,12,106.0,low
8:30:00 PM,14.0,Saturday,73.0,15,18.0,7,113.0,normal
8:45:00 PM,14.0,Saturday,99.0,13,20.0,30,162.0,high
9:00:00 PM,14.0,Saturday,110.0,14,17.0,8,149.0,normal
9:15:00 PM,14.0,Saturday,82.0,5,12.0,34,133.0,high
9:30:00 PM,14.0,Saturday,58.0,19,12.0,17,106.0,normal
9:45:00 PM,14.0,Saturday,70.0,10,14.0,32,126.0,high
10:00:00 PM,14.0,Saturday,10.0,1,0.0,33,44.0,normal
10:15:00 PM,14.0,Saturday,14.0,1,1.0,40,56.0,normal
10:30:00 PM,14.0,Saturday,17.0,1,1.0,17,36.0,normal
10:45:00 PM,14.0,Saturday,12.0,4,1.0,22,39.0,normal
11:00:00 PM,14.0,Saturday,15.0,0,0.0,16,31.0,normal
11:15:00 PM,14.0,Saturday,13.0,4,0.0,25,42.0,normal
11:30:00 PM,14.0,Saturday,14.0,5,1.0,12,32.0,low
11:45:00 PM,14.0,Saturday,18.0,1,1.0,35,55.0,normal
12:00:00 AM,15.0,Sunday,18.0,5,1.0,19,43.0,normal
12:15:00 AM,15.0,Sunday,19.0,3,0.0,38,60.0,normal
12:30:00 AM,15.0,Sunday,13.0,0,1.0,12,26.0,low
12:45:00 AM,15.0,Sunday,20.0,0,1.0,38,59.0,normal
1:00:00 AM,15.0,Sunday,20.0,1,1.0,24,46.0,normal
1:15:00 AM,15.0,Sunday,17.0,3,1.0,17,38.0,normal
1:30:00 AM,15.0,Sunday,12.0,3,1.0,35,51.0,normal
1:45:00 AM,15.0,Sunday,19.0,0,1.0,30,50.0,normal
2:00:00 AM,15.0,Sunday,19.0,2,1.0,30,52.0,normal
2:15:00 AM,15.0,Sunday,18.0,1,0.0,16,35.0,normal
2:30:00 AM,15.0,Sunday,11.0,0,0.0,31,42.0,normal
2:45:00 AM,15.0,Sunday,10.0,1,1.0,12,24.0,low
3:00:00 AM,15.0,Sunday,16.0,1,0.0,24,41.0,normal
3:15:00 AM,15.0,Sunday,18.0,3,0.0,28,49.0,normal
3:30:00 AM,15.0,Sunday,20.0,1,1.0,39,61.0,normal
3:45:00 AM,15.0,Sunday,19.0,3,1.0,27,50.0,normal
4:00:00 AM,15.0,Sunday,14.0,1,1.0,34,50.0,normal
4:15:00 AM,15.0,Sunday,61.0,26,1.0,16,104.0,normal
4:30:00 AM,15.0,Sunday,72.0,26,6.0,4,108.0,low
4:45:00 AM,15.0,Sunday,86.0,24,3.0,18,131.0,normal
5:00:00 AM,15.0,Sunday,75.0,1,8.0,10,94.0,low
5:15:00 AM,15.0,Sunday,75.0,1,7.0,9,92.0,low
5:30:00 AM,15.0,Sunday,93.0,5,4.0,1,103.0,low
5:45:00 AM,15.0,Sunday,111.0,6,2.0,5,124.0,normal
6:00:00 AM,15.0,Sunday,111.0,18,41.0,2,172.0,heavy
6:15:00 AM,15.0,Sunday,114.0,27,46.0,0,187.0,heavy
6:30:00 AM,15.0,Sunday,139.0,19,50.0,2,210.0,heavy
6:45:00 AM,15.0,Sunday,109.0,14,38.0,1,162.0,high
7:00:00 AM,15.0,Sunday,105.0,16,22.0,3,146.0,normal
7:15:00 AM,15.0,Sunday,150.0,13,31.0,4,198.0,heavy
7:30:00 AM,15.0,Sunday,122.0,13,47.0,3,185.0,heavy
7:45:00 AM,15.0,Sunday,114.0,24,46.0,2,186.0,heavy
8:00:00 AM,15.0,Sunday,119.0,36,41.0,0,196.0,heavy
8:15:00 AM,15.0,Sunday,108.0,35,39.0,0,182.0,heavy
8:30:00 AM,15.0,Sunday,113.0,18,28.0,1,160.0,high
8:45:00 AM,15.0,Sunday,118.0,36,37.0,0,191.0,heavy
9:00:00 AM,15.0,Sunday,113.0,35,48.0,3,199.0,heavy
9:15:00 AM,15.0,Sunday,66.0,7,22.0,30,125.0,high
9:30:00 AM,15.0,Sunday,64.0,12,27.0,8,111.0,normal
9:45:00 AM,15.0,Sunday,37.0,5,13.0,11,66.0,low
10:00:00 AM,15.0,Sunday,82.0,17,31.0,20,150.0,high
10:15:00 AM,15.0,Sunday,63.0,5,23.0,12,103.0,normal
10:30:00 AM,15.0,Sunday,20.0,12,16.0,24,72.0,normal
10:45:00 AM,15.0,Sunday,46.0,5,34.0,9,94.0,normal
11:00:00 AM,15.0,Sunday,35.0,9,8.0,29,81.0,normal
11:15:00 AM,15.0,Sunday,33.0,9,11.0,21,74.0,normal
11:30:00 AM,15.0,Sunday,32.0,9,10.0,30,81.0,normal
11:45:00 AM,15.0,Sunday,62.0,10,6.0,22,100.0,normal
12:00:00 PM,15.0,Sunday,62.0,10,11.0,22,105.0,normal
12:15:00 PM,15.0,Sunday,54.0,10,12.0,25,101.0,normal
12:30:00 PM,15.0,Sunday,48.0,8,15.0,23,94.0,normal
12:45:00 PM,15.0,Sunday,20.0,10,12.0,24,66.0,normal
1:00:00 PM,15.0,Sunday,35.0,10,5.0,30,80.0,normal
1:15:00 PM,15.0,Sunday,112.0,15,40.0,10,177.0,heavy
1:30:00 PM,15.0,Sunday,51.0,21,25.0,13,110.0,normal
1:45:00 PM,15.0,Sunday,53.0,12,23.0,8,96.0,normal
2:00:00 PM,15.0,Sunday,63.0,22,18.0,15,118.0,normal
2:15:00 PM,15.0,Sunday,50.0,23,16.0,8,97.0,normal
2:30:00 PM,15.0,Sunday,94.0,20,35.0,17,166.0,high
2:45:00 PM,15.0,Sunday,7.0,27,39.0,17,90.0,normal
3:00:00 PM,15.0,Sunday,109.0,18,13.0,6,146.0,normal
3:15:00 PM,15.0,Sunday,18.0,27,19.0,6,70.0,normal
3:30:00 PM,15.0,Sunday,21.0,30,5.0,5,61.0,low
3:45:00 PM,15.0,Sunday,49.0,16,9.0,12,86.0,low
4:00:00 PM,15.0,Sunday,129.0,28,40.0,6,203.0,heavy
4:15:00 PM,15.0,Sunday,141.0,18,28.0,8,195.0,heavy
4:30:00 PM,15.0,Sunday,131.0,14,43.0,7,195.0,heavy
4:45:00 PM,15.0,Sunday,105.0,38,23.0,5,171.0,heavy
5:00:00 PM,15.0,Sunday,125.0,35,37.0,5,202.0,heavy
5:15:00 PM,15.0,Sunday,127.0,36,42.0,9,214.0,heavy
5:30:00 PM,15.0,Sunday,129.0,22,25.0,9,185.0,heavy
5:45:00 PM,15.0,Sunday,121.0,39,47.0,8,215.0,heavy
6:00:00 PM,15.0,Sunday,138.0,29,42.0,9,218.0,heavy
6:15:00 PM,15.0,Sunday,119.0,26,21.0,5,171.0,heavy
6:30:00 PM,15.0,Sunday,138.0,17,48.0,8,211.0,heavy
6:45:00 PM,15.0,Sunday,72.0,12,14.0,32,130.0,high
7:00:00 PM,15.0,Sunday,92.0,23,20.0,30,165.0,high
7:15:00 PM,15.0,Sunday,94.0,17,11.0,24,146.0,high
7:30:00 PM,15.0,Sunday,102.0,25,12.0,24,163.0,high
7:45:00 PM,15.0,Sunday,71.0,23,17.0,14,125.0,normal
8:00:00 PM,15.0,Sunday,58.0,5,19.0,25,107.0,normal
8:15:00 PM,15.0,Sunday,93.0,22,18.0,10,143.0,normal
8:30:00 PM,15.0,Sunday,59.0,23,10.0,35,127.0,high
8:45:00 PM,15.0,Sunday,57.0,20,10.0,20,107.0,normal
9:00:00 PM,15.0,Sunday,96.0,9,18.0,25,148.0,high
9:15:00 PM,15.0,Sunday,104.0,12,16.0,20,152.0,normal
9:30:00 PM,15.0,Sunday,104.0,22,17.0,23,166.0,high
9:45:00 PM,15.0,Sunday,88.0,8,11.0,29,136.0,high
10:00:00 PM,15.0,Sunday,20.0,3,0.0,16,39.0,normal
10:15:00 PM,15.0,Sunday,17.0,2,1.0,30,50.0,normal
10:30:00 PM,15.0,Sunday,17.0,4,0.0,23,44.0,normal
10:45:00 PM,15.0,Sunday,15.0,5,0.0,21,41.0,normal
11:00:00 PM,15.0,Sunday,10.0,0,1.0,31,42.0,normal
11:15:00 PM,15.0,Sunday,11.0,1,1.0,19,32.0,normal
11:30:00 PM,15.0,Sunday,12.0,2,0.0,29,43.0,normal
11:45:00 PM,15.0,Sunday,11.0,0,1.0,11,23.0,low
12:00:00 AM,16.0,Monday,18.0,4,1.0,28,51.0,normal
12:15:00 AM,16.0,Monday,13.0,3,0.0,26,42.0,normal
12:30:00 AM,16.0,Monday,16.0,3,0.0,34,53.0,normal
12:45:00 AM,16.0,Monday,16.0,4,0.0,35,55.0,normal
1:00:00 AM,16.0,Monday,20.0,2,1.0,33,56.0,normal
1:15:00 AM,16.0,Monday,14.0,4,1.0,28,47.0,normal
1:30:00 AM,16.0,Monday,11.0,4,1.0,19,35.0,normal
1:45:00 AM,16.0,Monday,19.0,4,0.0,17,40.0,normal
2:00:00 AM,16.0,Monday,18.0,3,1.0,26,48.0,normal
2:15:00 AM,16.0,Monday,10.0,1,1.0,21,33.0,normal
2:30:00 AM,16.0,Monday,20.0,5,1.0,40,66.0,normal
2:45:00 AM,16.0,Monday,11.0,5,0.0,37,53.0,normal
3:00:00 AM,16.0,Monday,15.0,4,1.0,29,49.0,normal
3:15:00 AM,16.0,Monday,16.0,2,1.0,27,46.0,normal
3:30:00 AM,16.0,Monday,10.0,3,1.0,23,37.0,normal
3:45:00 AM,16.0,Monday,16.0,5,1.0,31,53.0,normal
4:00:00 AM,16.0,Monday,20.0,0,1.0,30,51.0,normal
4:15:00 AM,16.0,Monday,61.0,4,5.0,17,87.0,normal
4:30:00 AM,16.0,Monday,91.0,8,6.0,2,107.0,low
4:45:00 AM,16.0,Monday,94.0,4,5.0,2,105.0,low
5:00:00 AM,16.0,Monday,117.0,8,6.0,16,147.0,normal
5:15:00 AM,16.0,Monday,111.0,14,10.0,14,149.0,normal
5:30:00 AM,16.0,Monday,91.0,2,3.0,5,101.0,low
5:45:00 AM,16.0,Monday,96.0,9,1.0,16,122.0,normal
6:00:00 AM,16.0,Monday,134.0,15,42.0,5,196.0,heavy
6:15:00 AM,16.0,Monday,121.0,35,39.0,4,199.0,heavy
6:30:00 AM,16.0,Monday,118.0,40,40.0,3,201.0,heavy
6:45:00 AM,16.0,Monday,115.0,17,40.0,1,173.0,heavy
7:00:00 AM,16.0,Monday,106.0,22,37.0,0,165.0,high
7:15:00 AM,16.0,Monday,147.0,26,40.0,0,213.0,heavy
7:30:00 AM,16.0,Monday,102.0,13,31.0,2,148.0,high
7:45:00 AM,16.0,Monday,102.0,12,24.0,3,141.0,normal
8:00:00 AM,16.0,Monday,130.0,40,31.0,2,203.0,heavy
8:15:00 AM,16.0,Monday,102.0,17,33.0,0,152.0,high
8:30:00 AM,16.0,Monday,105.0,13,48.0,5,171.0,heavy
8:45:00 AM,16.0,Monday,129.0,24,25.0,0,178.0,heavy
9:00:00 AM,16.0,Monday,117.0,11,45.0,0,173.0,heavy
9:15:00 AM,16.0,Monday,74.0,14,23.0,21,132.0,high
9:30:00 AM,16.0,Monday,80.0,14,35.0,18,147.0,high
9:45:00 AM,16.0,Monday,31.0,7,34.0,24,96.0,normal
10:00:00 AM,16.0,Monday,18.0,15,9.0,15,57.0,normal
10:15:00 AM,16.0,Monday,15.0,10,23.0,20,68.0,normal
10:30:00 AM,16.0,Monday,37.0,18,8.0,16,79.0,normal
10:45:00 AM,16.0,Monday,10.0,7,5.0,14,36.0,normal
11:00:00 AM,16.0,Monday,54.0,6,15.0,23,98.0,normal
11:15:00 AM,16.0,Monday,34.0,7,5.0,24,70.0,normal
11:30:00 AM,16.0,Monday,50.0,7,8.0,21,86.0,normal
11:45:00 AM,16.0,Monday,44.0,9,10.0,24,87.0,normal
12:00:00 PM,16.0,Monday,63.0,8,15.0,24,110.0,normal
12:15:00 PM,16.0,Monday,56.0,6,6.0,29,97.0,normal
12:30:00 PM,16.0,Monday,69.0,5,13.0,27,114.0,high
12:45:00 PM,16.0,Monday,39.0,5,3.0,30,77.0,normal
1:00:00 PM,16.0,Monday,61.0,10,14.0,24,109.0,normal
1:15:00 PM,16.0,Monday,61.0,30,5.0,20,116.0,normal
1:30:00 PM,16.0,Monday,20.0,17,9.0,5,51.0,low
1:45:00 PM,16.0,Monday,70.0,22,38.0,7,137.0,high
2:00:00 PM,16.0,Monday,25.0,30,31.0,9,95.0,normal
2:15:00 PM,16.0,Monday,23.0,13,12.0,6,54.0,low
2:30:00 PM,16.0,Monday,105.0,30,24.0,8,167.0,normal
2:45:00 PM,16.0,Monday,107.0,10,6.0,6,129.0,normal
3:00:00 PM,16.0,Monday,40.0,20,36.0,7,103.0,normal
3:15:00 PM,16.0,Monday,74.0,18,37.0,11,140.0,high
3:30:00 PM,16.0,Monday,62.0,15,8.0,11,96.0,low
3:45:00 PM,16.0,Monday,81.0,20,14.0,12,127.0,normal
4:00:00 PM,16.0,Monday,111.0,32,43.0,5,191.0,heavy
4:15:00 PM,16.0,Monday,145.0,12,41.0,6,204.0,heavy
4:30:00 PM,16.0,Monday,139.0,11,20.0,7,177.0,heavy
4:45:00 PM,16.0,Monday,129.0,40,31.0,10,210.0,heavy
5:00:00 PM,16.0,Monday,128.0,22,28.0,8,186.0,heavy
5:15:00 PM,16.0,Monday,103.0,17,23.0,8,151.0,normal
5:30:00 PM,16.0,Monday,127.0,32,29.0,7,195.0,heavy
5:45:00 PM,16.0,Monday,120.0,35,44.0,8,207.0,heavy
6:00:00 PM,16.0,Monday,106.0,11,41.0,7,165.0,high
6:15:00 PM,16.0,Monday,114.0,40,31.0,5,190.0,heavy
6:30:00 PM,16.0,Monday,101.0,13,20.0,7,141.0,normal
6:45:00 PM,16.0,Monday,110.0,25,19.0,34,188.0,heavy
7:00:00 PM,16.0,Monday,108.0,6,17.0,23,154.0,high
7:15:00 PM,16.0,Monday,104.0,12,10.0,10,136.0,normal
7:30:00 PM,16.0,Monday,102.0,22,17.0,23,164.0,high
7:45:00 PM,16.0,Monday,77.0,19,16.0,8,120.0,normal
8:00:00 PM,16.0,Monday,70.0,16,19.0,33,138.0,high
8:15:00 PM,16.0,Monday,75.0,9,13.0,28,125.0,high
8:30:00 PM,16.0,Monday,95.0,9,16.0,29,149.0,high
8:45:00 PM,16.0,Monday,77.0,17,17.0,22,133.0,high
9:00:00 PM,16.0,Monday,73.0,16,14.0,34,137.0,high
9:15:00 PM,16.0,Monday,59.0,7,18.0,12,96.0,normal
9:30:00 PM,16.0,Monday,54.0,20,10.0,9,93.0,low
9:45:00 PM,16.0,Monday,90.0,6,18.0,32,146.0,high
10:00:00 PM,16.0,Monday,15.0,5,1.0,32,53.0,normal
10:15:00 PM,16.0,Monday,12.0,1,0.0,11,24.0,low
10:30:00 PM,16.0,Monday,17.0,2,0.0,28,47.0,normal
10:45:00 PM,16.0,Monday,13.0,5,1.0,12,31.0,low
11:00:00 PM,16.0,Monday,15.0,5,0.0,21,41.0,normal
11:15:00 PM,16.0,Monday,18.0,4,0.0,11,33.0,low
11:30:00 PM,16.0,Monday,12.0,4,0.0,21,37.0,normal
11:45:00 PM,16.0,Monday,10.0,4,1.0,12,27.0,low
12:00:00 AM,17.0,Tuesday,15.0,2,0.0,25,42.0,normal
12:15:00 AM,17.0,Tuesday,11.0,0,0.0,24,35.0,normal
12:30:00 AM,17.0,Tuesday,15.0,2,1.0,15,33.0,normal
12:45:00 AM,17.0,Tuesday,20.0,3,1.0,29,53.0,normal
1:00:00 AM,17.0,Tuesday,17.0,2,0.0,24,43.0,normal
1:15:00 AM,17.0,Tuesday,19.0,5,1.0,26,51.0,normal
1:30:00 AM,17.0,Tuesday,20.0,3,1.0,32,56.0,normal
1:45:00 AM,17.0,Tuesday,15.0,3,0.0,19,37.0,normal
2:00:00 AM,17.0,Tuesday,13.0,5,0.0,17,35.0,normal
2:15:00 AM,17.0,Tuesday,12.0,5,1.0,19,37.0,normal
2:30:00 AM,17.0,Tuesday,10.0,2,0.0,27,39.0,normal
2:45:00 AM,17.0,Tuesday,20.0,4,1.0,23,48.0,normal
3:00:00 AM,17.0,Tuesday,14.0,0,0.0,16,30.0,normal
3:15:00 AM,17.0,Tuesday,12.0,4,1.0,28,45.0,normal
3:30:00 AM,17.0,Tuesday,19.0,2,0.0,20,41.0,normal
3:45:00 AM,17.0,Tuesday,20.0,2,1.0,19,42.0,normal
4:00:00 AM,17.0,Tuesday,16.0,0,0.0,36,52.0,normal
4:15:00 AM,17.0,Tuesday,62.0,20,4.0,18,104.0,normal
4:30:00 AM,17.0,Tuesday,50.0,13,2.0,14,79.0,normal
4:45:00 AM,17.0,Tuesday,101.0,3,6.0,6,116.0,normal
5:00:00 AM,17.0,Tuesday,94.0,15,2.0,9,120.0,normal
5:15:00 AM,17.0,Tuesday,68.0,10,8.0,1,87.0,low
5:30:00 AM,17.0,Tuesday,95.0,3,8.0,20,126.0,normal
5:45:00 AM,17.0,Tuesday,113.0,7,10.0,16,146.0,normal
6:00:00 AM,17.0,Tuesday,106.0,13,39.0,1,159.0,high
6:15:00 AM,17.0,Tuesday,105.0,32,47.0,4,188.0,heavy
6:30:00 AM,17.0,Tuesday,150.0,19,34.0,4,207.0,heavy
6:45:00 AM,17.0,Tuesday,137.0,38,39.0,2,216.0,heavy
7:00:00 AM,17.0,Tuesday,113.0,11,32.0,1,157.0,high
7:15:00 AM,17.0,Tuesday,117.0,30,26.0,5,178.0,heavy
7:30:00 AM,17.0,Tuesday,130.0,10,37.0,1,178.0,heavy
7:45:00 AM,17.0,Tuesday,150.0,32,31.0,1,214.0,heavy
8:00:00 AM,17.0,Tuesday,146.0,10,30.0,3,189.0,heavy
8:15:00 AM,17.0,Tuesday,123.0,24,46.0,2,195.0,heavy
8:30:00 AM,17.0,Tuesday,110.0,24,26.0,4,164.0,high
8:45:00 AM,17.0,Tuesday,111.0,33,31.0,2,177.0,heavy
9:00:00 AM,17.0,Tuesday,132.0,18,32.0,2,184.0,heavy
9:15:00 AM,17.0,Tuesday,66.0,16,22.0,13,117.0,normal
9:30:00 AM,17.0,Tuesday,45.0,24,5.0,23,97.0,normal
9:45:00 AM,17.0,Tuesday,92.0,19,15.0,7,133.0,normal
10:00:00 AM,17.0,Tuesday,78.0,22,16.0,25,141.0,high
10:15:00 AM,17.0,Tuesday,90.0,2,15.0,18,125.0,normal
10:30:00 AM,17.0,Tuesday,23.0,2,37.0,9,71.0,normal
10:45:00 AM,17.0,Tuesday,17.0,5,6.0,20,48.0,normal
11:00:00 AM,17.0,Tuesday,41.0,5,4.0,24,74.0,normal
11:15:00 AM,17.0,Tuesday,32.0,5,15.0,26,78.0,normal
11:30:00 AM,17.0,Tuesday,65.0,7,7.0,22,101.0,normal
11:45:00 AM,17.0,Tuesday,22.0,6,3.0,25,56.0,normal
12:00:00 PM,17.0,Tuesday,54.0,7,4.0,28,93.0,normal
12:15:00 PM,17.0,Tuesday,38.0,5,8.0,28,79.0,normal
12:30:00 PM,17.0,Tuesday,59.0,7,15.0,23,104.0,normal
12:45:00 PM,17.0,Tuesday,34.0,8,10.0,23,75.0,normal
1:00:00 PM,17.0,Tuesday,28.0,6,3.0,27,64.0,normal
1:15:00 PM,17.0,Tuesday,7.0,16,11.0,14,48.0,normal
1:30:00 PM,17.0,Tuesday,8.0,12,22.0,8,50.0,normal
1:45:00 PM,17.0,Tuesday,42.0,25,38.0,18,123.0,high
2:00:00 PM,17.0,Tuesday,82.0,13,28.0,5,128.0,high
2:15:00 PM,17.0,Tuesday,14.0,24,26.0,9,73.0,normal
2:30:00 PM,17.0,Tuesday,39.0,25,33.0,9,106.0,normal
2:45:00 PM,17.0,Tuesday,47.0,14,29.0,6,96.0,normal
3:00:00 PM,17.0,Tuesday,120.0,20,21.0,18,179.0,heavy
3:15:00 PM,17.0,Tuesday,114.0,11,39.0,10,174.0,heavy
3:30:00 PM,17.0,Tuesday,99.0,24,30.0,10,163.0,high
3:45:00 PM,17.0,Tuesday,78.0,18,30.0,8,134.0,high
4:00:00 PM,17.0,Tuesday,144.0,40,29.0,10,223.0,normal
4:15:00 PM,17.0,Tuesday,107.0,28,38.0,9,182.0,heavy
4:30:00 PM,17.0,Tuesday,123.0,28,24.0,10,185.0,heavy
4:45:00 PM,17.0,Tuesday,126.0,15,28.0,6,175.0,heavy
5:00:00 PM,17.0,Tuesday,147.0,28,23.0,5,203.0,heavy
5:15:00 PM,17.0,Tuesday,100.0,21,33.0,7,161.0,high
5:30:00 PM,17.0,Tuesday,113.0,12,22.0,6,153.0,normal
5:45:00 PM,17.0,Tuesday,130.0,34,30.0,6,200.0,heavy
6:00:00 PM,17.0,Tuesday,118.0,40,29.0,10,197.0,heavy
6:15:00 PM,17.0,Tuesday,113.0,38,44.0,9,204.0,heavy
6:30:00 PM,17.0,Tuesday,117.0,29,29.0,9,184.0,heavy
6:45:00 PM,17.0,Tuesday,106.0,12,20.0,32,170.0,heavy
7:00:00 PM,17.0,Tuesday,96.0,11,15.0,14,136.0,normal
